epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
15,770.906,1.80765,2.25671,1.52405,0.00479,1.6506,0.53613,0.22074,0.21078,0.11241,0.5585,0.23115,0.22739,0.12993,1.75268,2.0595,1.56323,0.00818,0,0.001,0.001,0.001
16,821.203,1.78545,2.21571,1.48363,0.00483,1.59393,0.51586,0.22494,0.21463,0.11031,0.53948,0.23407,0.23078,0.12618,1.75871,2.1387,1.56413,0.00828,0,0.001,0.001,0.001
17,871.652,1.79251,2.22366,1.48369,0.00473,1.7052,0.50806,0.21723,0.20426,0.10941,0.53112,0.22708,0.2218,0.12088,1.77748,2.22132,1.63146,0.00834,0,0.001,0.001,0.001
18,921.955,1.80642,2.22302,1.50039,0.00476,1.63365,0.49944,0.21106,0.20332,0.10794,0.53741,0.2222,0.22015,0.12666,1.72037,2.12276,1.58754,0.00791,0,0.001,0.001,0.001
19,972.214,1.78256,2.19984,1.46986,0.00473,1.54883,0.46664,0.21855,0.19255,0.10256,0.4951,0.23188,0.21245,0.1187,1.74231,2.12192,1.72578,0.00815,0,0.001,0.001,0.001
20,1022.67,1.78643,2.19819,1.44384,0.00466,1.55819,0.53159,0.22804,0.21698,0.11277,0.55813,0.23754,0.2347,0.13247,1.76685,1.97198,1.46922,0.00817,0,0.001,0.001,0.001
21,1073.62,1.77711,2.19441,1.46069,0.0046,1.5614,0.53828,0.21983,0.20954,0.108,0.56232,0.22841,0.22589,0.12877,1.78223,1.9888,1.55246,0.00839,0,0.001,0.001,0.001
22,1124.23,1.7821,2.20098,1.45257,0.00464,1.55658,0.45012,0.23005,0.18356,0.09834,0.47696,0.23736,0.19847,0.11386,1.7114,2.13865,1.70182,0.00783,0,0.001,0.001,0.001
23,1174.42,1.78537,2.19069,1.4522,0.00467,1.49768,0.55972,0.24283,0.22662,0.12506,0.58794,0.25233,0.2457,0.14078,1.68773,2.07023,1.39939,0.00781,0,0.001,0.001,0.001
24,1224.88,1.7701,2.18124,1.42571,0.00456,1.44461,0.5615,0.23498,0.2295,0.12078,0.58691,0.24685,0.24452,0.13523,1.71985,1.99785,1.42081,0.00807,0,0.001,0.001,0.001
25,1275.61,1.76411,2.16556,1.41928,0.00458,1.45872,0.51064,0.22969,0.21273,0.11697,0.54204,0.2379,0.23135,0.13515,1.73946,2.00763,1.48993,0.008,0,0.001,0.001,0.001
26,1326.24,1.7821,2.19822,1.44207,0.00468,1.51055,0.54078,0.22184,0.21391,0.11453,0.59779,0.2306,0.23412,0.13435,1.72303,2.12601,1.55802,0.0081,0,0.001,0.001,0.001
27,1376.8,1.7538,2.15723,1.41789,0.00447,1.46636,0.56946,0.24046,0.23245,0.12532,0.59511,0.24813,0.24668,0.14241,1.67237,1.92383,1.41028,0.00773,0,0.001,0.001,0.001
28,1427.83,1.76057,2.15867,1.41383,0.00456,1.44645,0.56216,0.23097,0.22815,0.12313,0.57936,0.23936,0.24239,0.13966,1.69666,1.93631,1.39913,0.00776,0,0.001,0.001,0.001
29,1478.22,1.75907,2.15565,1.40922,0.00452,1.47152,0.56844,0.22293,0.22404,0.1282,0.59753,0.23097,0.23879,0.14123,1.61544,1.95274,1.45829,0.00741,0,0.001,0.001,0.001
30,1529.15,1.75742,2.15714,1.41795,0.00463,1.43584,0.52707,0.23955,0.21559,0.11841,0.54595,0.24813,0.2268,0.13551,1.68851,1.93326,1.43978,0.00787,0,0.001,0.001,0.001
31,1579.48,1.74928,2.13615,1.40448,0.00448,1.46696,0.55402,0.23297,0.22278,0.12022,0.56974,0.24119,0.23337,0.1351,1.6906,1.9834,1.46606,0.00791,0,0.001,0.001,0.001
32,1630.04,1.74972,2.15244,1.42087,0.0045,1.43763,0.56983,0.20121,0.20555,0.10649,0.59361,0.2096,0.22063,0.13293,1.72613,1.97149,1.67895,0.0081,0,0.001,0.001,0.001
33,1680.53,1.73022,2.10568,1.3761,0.0044,1.44139,0.57202,0.24046,0.23146,0.1262,0.58983,0.24795,0.24541,0.14525,1.68948,1.89144,1.36705,0.00771,0,0.001,0.001,0.001
34,1731.37,1.72181,2.12798,1.38486,0.00442,1.4345,0.57225,0.23535,0.23049,0.12917,0.58793,0.24028,0.24085,0.13622,1.68423,1.9845,1.42386,0.00776,0,0.001,0.001,0.001
35,1781.8,1.72409,2.12357,1.38425,0.0045,1.4364,0.53687,0.2359,0.22215,0.12547,0.56441,0.24229,0.23873,0.14204,1.62136,1.90666,1.37459,0.00738,0,0.001,0.001,0.001
36,1832.36,1.73753,2.11827,1.37862,0.0045,1.40465,0.56859,0.22187,0.21554,0.12131,0.5811,0.23279,0.23034,0.13615,1.69342,1.98669,1.48936,0.00776,0,0.001,0.001,0.001
37,1882.81,1.74377,2.14417,1.41871,0.0045,1.4508,0.56936,0.24886,0.23755,0.13783,0.58987,0.25689,0.2499,0.15409,1.57775,1.86021,1.34949,0.00716,0,0.001,0.001,0.001
38,1933.86,1.72967,2.12086,1.3859,0.00436,1.42242,0.52378,0.21545,0.2102,0.11302,0.5353,0.22336,0.22299,0.1307,1.6985,1.9656,1.56487,0.00779,0,0.001,0.001,0.001
39,1984.42,1.71334,2.12113,1.39449,0.00447,1.4774,0.61108,0.23037,0.23372,0.12775,0.63317,0.23541,0.24696,0.14863,1.64716,1.95365,1.48697,0.0076,0,0.001,0.001,0.001
40,2034.86,1.74324,2.13298,1.38959,0.00457,1.34679,0.5395,0.22932,0.21941,0.11967,0.54972,0.2348,0.22921,0.1327,1.70607,2.0103,1.45642,0.00781,0,0.001,0.001,0.001
41,2085.34,1.72154,2.12001,1.40189,0.00441,1.37727,0.58217,0.23582,0.23313,0.13011,0.62065,0.24009,0.24914,0.14531,1.63109,1.82938,1.39198,0.00748,0,0.001,0.001,0.001
42,2136.33,1.722,2.12386,1.38468,0.0044,1.40244,0.55624,0.23733,0.23178,0.12927,0.57122,0.24372,0.24479,0.14112,1.60469,1.94831,1.40737,0.00726,0,0.001,0.001,0.001
43,2187.11,1.70434,2.08871,1.34657,0.00427,1.32338,0.537,0.20924,0.20775,0.11341,0.57075,0.21691,0.22124,0.12668,1.70379,2.05209,1.61848,0.00792,0,0.001,0.001,0.001
44,2237.55,1.72576,2.11431,1.36592,0.00439,1.36376,0.56068,0.23255,0.22883,0.12977,0.58215,0.23882,0.24472,0.14491,1.63602,1.82392,1.38647,0.0075,0,0.001,0.001,0.001
45,2288.02,1.7162,2.08101,1.32411,0.0043,1.28949,0.58727,0.22403,0.22254,0.12282,0.60233,0.23257,0.23705,0.13587,1.62265,1.902,1.40842,0.00736,0,0.001,0.001,0.001
46,2338.47,1.70243,2.09758,1.36921,0.0044,1.32948,0.53779,0.23316,0.22647,0.12296,0.56179,0.24356,0.24108,0.13749,1.68932,2.03193,1.47623,0.0077,0,0.001,0.001,0.001
47,2389.02,1.71789,2.10874,1.35767,0.00437,1.34063,0.56469,0.23991,0.23353,0.13373,0.58446,0.24831,0.24533,0.1462,1.62017,1.88563,1.38324,0.00736,0,0.001,0.001,0.001
48,2439.14,1.71481,2.0934,1.35652,0.00442,1.36261,0.61819,0.21672,0.22357,0.12343,0.61142,0.22677,0.23595,0.14056,1.68291,1.91449,1.52649,0.0077,0,0.001,0.001,0.001
49,2489.82,1.70738,2.08049,1.35564,0.00432,1.36422,0.57798,0.23955,0.2382,0.13129,0.59471,0.24648,0.25316,0.15139,1.63348,1.87186,1.37122,0.00727,0,0.001,0.001,0.001
50,2539.88,1.68843,2.07965,1.35849,0.00438,1.31982,0.58986,0.22494,0.22494,0.1259,0.60521,0.23261,0.24127,0.14257,1.6203,1.84737,1.44295,0.00733,0,0.001,0.001,0.001
51,2590.41,1.70195,2.06195,1.35242,0.00434,1.37814,0.60932,0.21472,0.22077,0.12066,0.6287,0.22275,0.23793,0.13544,1.65271,1.90664,1.52422,0.00754,0,0.001,0.001,0.001
52,2641.14,1.72067,2.09103,1.35892,0.00431,1.37994,0.61342,0.22969,0.23439,0.13285,0.63049,0.23608,0.24734,0.14384,1.60793,1.81638,1.34719,0.0073,0,0.001,0.001,0.001
53,2691.55,1.71572,2.09439,1.36028,0.00431,1.44705,0.57124,0.23754,0.23702,0.13373,0.58359,0.24393,0.25045,0.15138,1.60343,1.85801,1.35555,0.00719,0,0.001,0.001,0.001
54,2742.24,1.69125,2.06963,1.33064,0.00428,1.29261,0.59267,0.24375,0.24406,0.13969,0.61437,0.25196,0.25715,0.15704,1.59104,1.82015,1.27781,0.00726,0,0.001,0.001,0.001
55,2793.62,1.69631,2.04925,1.32408,0.00416,1.26711,0.61158,0.22366,0.22922,0.12743,0.61441,0.2275,0.23853,0.14334,1.64459,1.82445,1.46585,0.00742,0,0.001,0.001,0.001
56,2844.23,1.69811,2.05523,1.31469,0.00421,1.27988,0.58698,0.23297,0.22908,0.13448,0.61005,0.23845,0.24282,0.14683,1.55377,1.81079,1.4172,0.00714,0,0.001,0.001,0.001
57,2894.59,1.6974,2.05694,1.33101,0.00433,1.26047,0.56101,0.23443,0.23322,0.1282,0.57893,0.24192,0.24522,0.14251,1.66727,1.82692,1.38671,0.00762,0,0.001,0.001,0.001
58,2944.89,1.68532,2.05473,1.30481,0.00423,1.24495,0.57574,0.22494,0.22278,0.12805,0.59116,0.23097,0.23648,0.14468,1.59664,1.82219,1.50604,0.0071,0,0.001,0.001,0.001
59,2995.33,1.69629,2.05352,1.30601,0.00423,1.2622,0.58364,0.25215,0.2405,0.1419,0.60372,0.25762,0.25458,0.15959,1.55103,1.79573,1.29488,0.00695,0,0.001,0.001,0.001
60,3046.26,1.6814,2.05078,1.3211,0.00432,1.3192,0.60112,0.2317,0.23493,0.13343,0.60654,0.24174,0.24671,0.14722,1.59994,1.8378,1.39244,0.00718,0,0.001,0.001,0.001
61,3097,1.6645,2.02288,1.31705,0.00419,1.30047,0.52648,0.24466,0.23035,0.12956,0.54825,0.25251,0.24445,0.14732,1.59224,1.82548,1.35604,0.00726,0,0.001,0.001,0.001
62,3147.89,1.68652,2.05636,1.30688,0.00416,1.26831,0.54895,0.25324,0.23983,0.13926,0.56004,0.25835,0.25291,0.15923,1.55703,1.71663,1.26649,0.00702,0,0.001,0.001,0.001
63,3198.19,1.69122,2.0649,1.31224,0.00423,1.27089,0.55895,0.22987,0.2305,0.1303,0.56894,0.23955,0.24272,0.14525,1.59182,1.81435,1.39307,0.00713,0,0.001,0.001,0.001
64,3248.98,1.66564,2.02159,1.30132,0.00417,1.22058,0.57917,0.24119,0.23607,0.13683,0.60045,0.24914,0.25146,0.15712,1.57714,1.72736,1.31432,0.00706,0,0.001,0.001,0.001
65,3299.44,1.67997,2.03426,1.30566,0.00419,1.24516,0.61616,0.23352,0.23729,0.13432,0.64098,0.23991,0.2526,0.1517,1.57497,1.78021,1.37316,0.00717,0,0.001,0.001,0.001
66,3350.67,2.16686,2.20203,1.90332,0.00507,1.27128,0.55388,0.24649,0.23746,0.13767,0.57694,0.25372,0.25001,0.14873,1.56185,1.85093,1.52995,0.00693,0,0.001,0.001,0.001
67,3399.32,2.12152,2.08251,1.82717,0.00495,1.31798,0.6141,0.22604,0.2248,0.12832,0.63494,0.2337,0.23927,0.14496,1.62332,1.82295,1.57214,0.00717,0,0.001,0.001,0.001
68,3447.77,2.11667,2.05894,1.80689,0.0049,1.31794,0.58944,0.23297,0.22619,0.12773,0.60997,0.24009,0.24099,0.14503,1.66126,1.81448,1.53623,0.0075,0,0.001,0.001,0.001
69,3496.27,2.1134,2.06792,1.80854,0.00483,1.23316,0.60937,0.23699,0.22829,0.12798,0.63484,0.2421,0.24143,0.14213,1.64371,1.83417,1.50635,0.00746,0,0.001,0.001,0.001
70,3544.69,2.13835,2.06925,1.7932,0.00488,1.24132,0.63021,0.23517,0.23006,0.12999,0.65828,0.24338,0.24834,0.14908,1.67534,1.82913,1.45552,0.00747,0,0.001,0.001,0.001
71,3593.23,2.09902,2.04147,1.80265,0.00478,1.20144,0.58718,0.23663,0.23071,0.13333,0.60485,0.24375,0.2458,0.15169,1.61948,1.78378,1.44855,0.00728,0,0.001,0.001,0.001
72,3641.78,2.08548,2.03082,1.79003,0.00473,1.21896,0.60132,0.23845,0.23441,0.12816,0.60969,0.24613,0.24834,0.14793,1.72011,1.91557,1.64878,0.00741,0,0.001,0.001,0.001
73,3690.35,2.11263,2.05639,1.80247,0.00467,1.19138,0.60891,0.23133,0.23192,0.13295,0.63116,0.23754,0.24692,0.14716,1.56568,1.76276,1.43085,0.00688,0,0.001,0.001,0.001
74,3738.81,2.07919,2.00609,1.76953,0.00469,1.23807,0.59888,0.24904,0.24377,0.14088,0.616,0.25616,0.2582,0.15921,1.5774,1.79488,1.44983,0.00689,0,0.001,0.001,0.001
75,3787,2.04665,1.99482,1.76775,0.00463,1.21479,0.58708,0.22454,0.22415,0.12501,0.60961,0.23351,0.24071,0.14446,1.65406,1.83719,1.50861,0.00736,0,0.001,0.001,0.001
76,3835.41,2.06886,1.98664,1.76524,0.00463,1.19867,0.60627,0.20997,0.21455,0.12233,0.62525,0.21654,0.22906,0.13585,1.59843,1.85616,1.68711,0.0071,0,0.001,0.001,0.001
77,3883.86,2.07543,1.97736,1.77701,0.00459,1.20292,0.58151,0.24941,0.23895,0.13665,0.59769,0.25634,0.25263,0.15236,1.61438,1.78363,1.42559,0.00706,0,0.001,0.001,0.001
78,3932.38,2.05873,1.98181,1.74723,0.00466,1.14758,0.63411,0.23099,0.23671,0.13366,0.65108,0.23717,0.24961,0.15282,1.60392,1.7687,1.52418,0.00699,0,0.001,0.001,0.001
79,3980.9,2.05351,1.9678,1.73777,0.00457,1.1457,0.58615,0.22129,0.21898,0.12381,0.60419,0.22686,0.23259,0.13824,1.58559,1.76964,1.5603,0.00708,0,0.001,0.001,0.001
