epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,586.667,1.82093,2.27015,1.56813,0.00513,1.68175,0.55387,0.22913,0.21268,0.10285,0.56046,0.22932,0.21872,0.12251,1.87263,2.31735,1.62666,0.00596,0,0.001,0.001,0.001
12,638.984,1.83915,2.284,1.54647,0.00501,1.66141,0.55479,0.22861,0.21326,0.10255,0.59164,0.23473,0.22191,0.1254,1.92513,2.50424,1.84648,0.0062,0,0.001,0.001,0.001
13,690.689,1.82051,2.25046,1.54175,0.00499,1.68108,0.44214,0.25204,0.21657,0.10505,0.4695,0.26362,0.23471,0.1323,1.97192,2.4245,1.74636,0.00634,0,0.001,0.001,0.001
14,742.544,1.81187,2.23331,1.51513,0.00494,1.64242,0.53273,0.23916,0.22938,0.11556,0.58317,0.23544,0.24061,0.14582,1.93108,2.37064,1.86948,0.00621,0,0.001,0.001,0.001
15,794.819,1.79272,2.21893,1.51676,0.00486,1.58657,0.54765,0.24508,0.23486,0.11264,0.56849,0.25299,0.25026,0.14403,1.99037,2.3107,1.67717,0.00649,0,0.001,0.001,0.001
16,846.75,1.79975,2.2105,1.49309,0.00495,1.57022,0.61669,0.2202,0.22685,0.11259,0.6229,0.23455,0.24208,0.14683,1.92715,2.29812,1.63139,0.00634,0,0.001,0.001,0.001
17,898.858,1.79658,2.21343,1.47255,0.00484,1.62202,0.4991,0.2303,0.20865,0.09552,0.49198,0.23227,0.20919,0.1096,1.91814,2.57861,1.77507,0.00633,0,0.001,0.001,0.001
18,950.56,1.78174,2.19649,1.47963,0.00489,1.64113,0.5278,0.23548,0.23361,0.11707,0.54354,0.2469,0.2472,0.14512,1.9482,2.39125,1.57175,0.00628,0,0.001,0.001,0.001
19,1002.83,1.78559,2.20748,1.46502,0.00486,1.5053,0.50449,0.23108,0.21846,0.11053,0.51311,0.2341,0.23049,0.13665,1.95381,2.5182,1.76369,0.00613,0,0.001,0.001,0.001
20,1054.34,1.77864,2.17574,1.43383,0.00484,1.46626,0.5946,0.24369,0.26194,0.13714,0.49182,0.28655,0.27902,0.17128,1.84887,2.24239,1.58583,0.00586,0,0.001,0.001,0.001
21,1106.59,1.77128,2.17295,1.43088,0.00471,1.47421,0.53081,0.23306,0.21682,0.10949,0.5648,0.24209,0.2346,0.13959,1.95789,2.4004,1.66308,0.00624,0,0.001,0.001,0.001
22,1158.48,1.76322,2.14207,1.42009,0.00481,1.43427,0.61806,0.25164,0.25168,0.13402,0.63376,0.26009,0.26521,0.17159,1.83409,2.28213,1.58277,0.00586,0,0.001,0.001,0.001
23,1210,1.76356,2.15696,1.43938,0.00475,1.51225,0.58558,0.22987,0.22874,0.12176,0.60824,0.23986,0.24369,0.14483,1.91907,2.31034,1.6976,0.00614,0,0.001,0.001,0.001
24,1261.7,1.76113,2.16066,1.45031,0.00475,1.51656,0.58812,0.224,0.22191,0.11874,0.59121,0.22729,0.22703,0.14635,1.90682,2.34728,1.77909,0.0062,0,0.001,0.001,0.001
25,1313.5,1.77061,2.15858,1.45882,0.00483,1.48643,0.55076,0.24787,0.23902,0.11551,0.56734,0.25545,0.25046,0.15278,1.92287,2.3292,1.58563,0.00618,0,0.001,0.001,0.001
26,1365.42,1.75849,2.17471,1.44297,0.00473,1.51737,0.56706,0.22252,0.21493,0.10274,0.61438,0.22529,0.22875,0.13941,1.8797,2.21656,1.62652,0.00603,0,0.001,0.001,0.001
27,1417.62,1.73676,2.1228,1.39882,0.0045,1.36519,0.52747,0.26658,0.24097,0.12742,0.55979,0.26898,0.25352,0.16387,1.8828,2.3366,1.61227,0.00593,0,0.001,0.001,0.001
28,1468.9,1.74282,2.12511,1.40576,0.00468,1.39668,0.62438,0.26724,0.25218,0.1283,0.6422,0.27487,0.26316,0.16298,1.86024,2.2198,1.58173,0.00602,0,0.001,0.001,0.001
29,1520.81,1.73379,2.12832,1.37734,0.00457,1.36516,0.58204,0.25154,0.25402,0.12039,0.60316,0.25957,0.26703,0.16454,1.92682,2.32943,1.63346,0.00604,0,0.001,0.001,0.001
30,1572.38,1.74574,2.15369,1.38607,0.00463,1.38837,0.56681,0.25926,0.25411,0.13172,0.58511,0.26624,0.26842,0.1692,1.84191,2.20008,1.54105,0.00578,0,0.001,0.001,0.001
31,1624.05,1.72201,2.11574,1.39575,0.0046,1.46344,0.68235,0.23484,0.24313,0.12471,0.70265,0.24013,0.25628,0.16334,1.86253,2.15087,1.52667,0.00592,0,0.001,0.001,0.001
32,1675.67,1.72572,2.10796,1.40868,0.00468,1.4135,0.56551,0.26276,0.24924,0.11942,0.5918,0.27772,0.26784,0.15713,1.91012,2.3061,1.56025,0.00611,0,0.001,0.001,0.001
33,1727.73,1.74556,2.13115,1.40792,0.00455,1.40576,0.6634,0.28721,0.28761,0.15252,0.67911,0.29498,0.30284,0.20033,1.961,2.28639,1.53194,0.00619,0,0.001,0.001,0.001
34,1779.95,1.74734,2.12812,1.38276,0.00462,1.36284,0.60696,0.28201,0.28042,0.1469,0.6258,0.29037,0.29664,0.19161,1.93103,2.22474,1.52288,0.00617,0,0.001,0.001,0.001
35,1831.9,1.73266,2.14051,1.3865,0.0046,1.37249,0.64806,0.27313,0.27002,0.1438,0.66954,0.28182,0.28498,0.18916,1.82952,2.23358,1.56685,0.00579,0,0.001,0.001,0.001
36,1883.89,1.72325,2.10612,1.35628,0.00462,1.36072,0.5325,0.25163,0.23615,0.12608,0.55603,0.25835,0.24669,0.15067,1.86642,2.27806,1.56113,0.00588,0,0.001,0.001,0.001
37,1935.69,1.71646,2.09013,1.36527,0.00454,1.35146,0.55101,0.2386,0.24153,0.12954,0.58166,0.24541,0.25434,0.15853,1.90933,2.2212,1.56349,0.00609,0,0.001,0.001,0.001
38,1987.29,1.72803,2.11088,1.39132,0.00457,1.44666,0.6728,0.26547,0.2748,0.15172,0.7116,0.2689,0.2859,0.19266,1.93625,2.2236,1.49349,0.00607,0,0.001,0.001,0.001
39,2039.27,1.72124,2.08902,1.33974,0.00445,1.32528,0.63828,0.25411,0.25694,0.13566,0.66366,0.26037,0.26622,0.17289,1.90521,2.23113,1.51235,0.00606,0,0.001,0.001,0.001
40,2091.42,1.72129,2.09774,1.37358,0.00453,1.32736,0.5208,0.25683,0.26033,0.14913,0.66137,0.2513,0.27084,0.18188,1.89172,2.26869,1.50697,0.00593,0,0.001,0.001,0.001
41,2143.26,1.69799,2.07013,1.33904,0.00439,1.3107,0.6315,0.27826,0.26866,0.14826,0.65402,0.28519,0.28098,0.18601,1.87668,2.18524,1.48379,0.00591,0,0.001,0.001,0.001
42,2195.5,1.69099,2.07179,1.34873,0.00444,1.29071,0.60943,0.26983,0.2633,0.14205,0.62809,0.27571,0.27714,0.1855,1.85631,2.22771,1.4893,0.00584,0,0.001,0.001,0.001
43,2247.46,1.69044,2.04572,1.30749,0.00445,1.28055,0.64046,0.2787,0.27255,0.15588,0.66018,0.28569,0.28591,0.192,1.83805,2.20432,1.49022,0.00575,0,0.001,0.001,0.001
44,2299.23,1.68765,2.05312,1.32608,0.00448,1.27689,0.57239,0.27321,0.26496,0.14416,0.58556,0.27999,0.27848,0.1834,1.89249,2.22056,1.50411,0.00595,0,0.001,0.001,0.001
45,2351.2,1.70532,2.08737,1.33771,0.00451,1.29169,0.65506,0.2685,0.27151,0.156,0.64637,0.28154,0.28518,0.19253,1.77284,2.11107,1.46364,0.00549,0,0.001,0.001,0.001
46,2402.44,1.68246,2.03728,1.30831,0.0044,1.29629,0.59879,0.28751,0.28108,0.1562,0.61939,0.29731,0.29567,0.19361,1.81335,2.161,1.50311,0.00574,0,0.001,0.001,0.001
47,2454.71,1.69063,2.05884,1.32117,0.00441,1.27842,0.71184,0.28849,0.28376,0.15543,0.72018,0.29705,0.29906,0.19897,1.84106,2.16699,1.46319,0.00569,0,0.001,0.001,0.001
48,2506.8,1.6914,2.0526,1.31048,0.0044,1.28183,0.61764,0.25467,0.25319,0.14961,0.64791,0.26552,0.2672,0.17515,1.82147,2.18927,1.50867,0.00566,0,0.001,0.001,0.001
49,2558.78,1.66073,2.01868,1.29749,0.00434,1.24456,0.55177,0.2855,0.26752,0.1605,0.58189,0.28532,0.28033,0.19224,1.8749,2.18114,1.60712,0.00593,0,0.001,0.001,0.001
50,2610.59,1.67488,2.04058,1.32777,0.00451,1.26585,0.63677,0.27422,0.26281,0.14641,0.62277,0.28929,0.27688,0.17583,1.88626,2.19809,1.54333,0.00595,0,0.001,0.001,0.001
51,2662.52,1.70879,2.09145,1.35133,0.00455,1.30214,0.65734,0.24654,0.25721,0.13476,0.68462,0.25365,0.27193,0.17337,1.90714,2.25641,1.57927,0.00593,0,0.001,0.001,0.001
52,2714.42,1.68893,2.0622,1.35266,0.00436,1.3351,0.63965,0.2774,0.26807,0.14374,0.66497,0.28837,0.28196,0.18181,1.79693,2.11419,1.50608,0.00562,0,0.001,0.001,0.001
53,2766.43,1.69235,2.03035,1.30678,0.00437,1.25539,0.62734,0.27247,0.25491,0.13846,0.65666,0.28219,0.27286,0.17315,1.8683,2.26517,1.46961,0.00589,0,0.001,0.001,0.001
54,2818.21,1.68666,2.03646,1.30332,0.00436,1.24579,0.70482,0.27415,0.28033,0.15316,0.72634,0.28122,0.29149,0.19176,1.86369,2.13887,1.45171,0.00581,0,0.001,0.001,0.001
55,2870.06,1.67007,2.04654,1.34643,0.00447,1.25828,0.65323,0.27287,0.26938,0.14902,0.68101,0.2851,0.28766,0.18565,1.87853,2.17619,1.51485,0.00581,0,0.001,0.001,0.001
56,2921.87,1.66897,2.02441,1.31006,0.00432,1.18628,0.608,0.27129,0.26897,0.1514,0.62688,0.28213,0.28059,0.19212,1.83807,2.11727,1.44028,0.00571,0,0.001,0.001,0.001
57,2973.68,1.65796,2.01766,1.30295,0.00428,1.24997,0.62221,0.2878,0.28325,0.15767,0.64132,0.29362,0.29583,0.1954,1.80952,2.17474,1.46893,0.00561,0,0.001,0.001,0.001
58,3025.61,1.67487,2.02136,1.27667,0.00435,1.20372,0.64562,0.25236,0.2565,0.13818,0.65104,0.26013,0.26519,0.16864,1.83684,2.13283,1.48617,0.00585,0,0.001,0.001,0.001
59,3077.42,1.67226,2.01862,1.29282,0.00441,1.22883,0.63944,0.27878,0.28855,0.15581,0.63223,0.28984,0.30196,0.20253,1.80275,2.16877,1.49594,0.0056,0,0.001,0.001,0.001
60,3129.69,1.68224,2.04326,1.32381,0.00445,1.27118,0.64358,0.27167,0.26894,0.14835,0.66097,0.2772,0.28118,0.1855,1.81738,2.11198,1.44607,0.00572,0,0.001,0.001,0.001
61,3181.43,1.67045,2.00246,1.29293,0.00439,1.22222,0.67575,0.28946,0.27501,0.15474,0.69576,0.29657,0.28851,0.19209,1.77453,2.15641,1.47705,0.00559,0,0.001,0.001,0.001
62,3233.47,1.65341,2.00473,1.28644,0.00434,1.22345,0.65516,0.28053,0.28107,0.15496,0.67889,0.28646,0.29156,0.19976,1.78554,2.10888,1.41996,0.00554,0,0.001,0.001,0.001
63,3285.13,1.65734,2.00712,1.27956,0.0043,1.19137,0.6237,0.28916,0.28386,0.15611,0.62482,0.29818,0.29865,0.19583,1.79356,2.17783,1.42551,0.00562,0,0.001,0.001,0.001
64,3337.11,1.66709,2.01263,1.29063,0.00432,1.20864,0.68708,0.25701,0.2754,0.15723,0.71278,0.26385,0.28675,0.19699,1.77069,2.11004,1.42173,0.00549,0,0.001,0.001,0.001
65,3388.82,1.66321,1.98221,1.27246,0.00428,1.15866,0.58711,0.25998,0.26948,0.15533,0.60454,0.26735,0.27963,0.19362,1.83176,2.15519,1.47671,0.00565,0,0.001,0.001,0.001
66,3441.07,2.15816,2.16676,1.909,0.0053,1.24768,0.65702,0.2756,0.27032,0.15963,0.67219,0.28193,0.28074,0.19276,1.81146,2.15388,1.52236,0.00563,0,0.001,0.001,0.001
67,3490.85,2.10782,2.04635,1.7934,0.00507,1.18834,0.5717,0.27908,0.26568,0.1519,0.57764,0.28665,0.27834,0.19089,1.85289,2.2627,1.60256,0.0059,0,0.001,0.001,0.001
68,3540.91,2.10053,2.02693,1.79564,0.00504,1.17831,0.62833,0.25498,0.2513,0.14274,0.63785,0.25743,0.2561,0.1677,1.81684,2.12737,1.59072,0.00559,0,0.001,0.001,0.001
69,3590.96,2.08493,2.01515,1.80233,0.00495,1.19525,0.60476,0.27609,0.27174,0.15731,0.6229,0.28234,0.28162,0.18719,1.8133,2.18832,1.53413,0.00566,0,0.001,0.001,0.001
70,3640.87,2.09117,2.00651,1.77115,0.00494,1.13298,0.66557,0.28487,0.28319,0.16479,0.68153,0.29057,0.29376,0.2013,1.84662,2.04851,1.49831,0.00573,0,0.001,0.001,0.001
71,3691.28,2.09424,1.99936,1.76894,0.00494,1.15288,0.57139,0.2721,0.26009,0.14225,0.58777,0.27882,0.2692,0.17946,1.83794,2.17526,1.50204,0.00574,0,0.001,0.001,0.001
72,3741.48,2.06485,1.96954,1.76582,0.00483,1.15183,0.67678,0.25675,0.26889,0.15515,0.69277,0.26426,0.28296,0.19202,1.84209,2.16329,1.43768,0.00573,0,0.001,0.001,0.001
73,3791.2,2.03715,1.96676,1.74924,0.00484,1.1021,0.68127,0.25138,0.2538,0.14713,0.72369,0.26449,0.27576,0.17753,1.75938,2.11538,1.48166,0.00547,0,0.001,0.001,0.001
74,3840.94,2.06433,1.98107,1.76011,0.0048,1.15589,0.65864,0.2577,0.25974,0.14028,0.66753,0.26133,0.26625,0.17179,1.87018,2.16357,1.47126,0.00584,0,0.001,0.001,0.001
75,3890.85,2.04951,1.97297,1.77896,0.00485,1.16075,0.65355,0.26304,0.25904,0.1428,0.67509,0.27028,0.26854,0.17861,nan,nan,nan,nan,0,0.001,0.001,0.001
76,3940.74,2.04553,1.98429,1.78922,0.00484,1.12947,0.66654,0.26187,0.26954,0.14815,0.69298,0.27254,0.28566,0.18812,1.88823,2.17439,1.51752,0.00582,0,0.001,0.001,0.001
77,3990.3,2.04618,1.96277,1.77031,0.00477,1.12003,0.72538,0.25708,0.26357,0.15402,0.73218,0.26683,0.27727,0.19137,1.82453,2.13593,1.48515,0.00565,0,0.001,0.001,0.001
78,4040.22,2.02976,1.92615,1.75446,0.00466,1.10198,0.61114,0.28154,0.26808,0.15837,0.63333,0.28704,0.27861,0.19029,1.76446,2.0342,1.47613,0.00543,0,0.001,0.001,0.001
79,4090.33,2.02172,1.93051,1.74077,0.00467,1.0687,0.67848,0.27107,0.26829,0.14739,0.69807,0.27672,0.27925,0.18271,1.85323,2.11595,1.49938,0.00568,0,0.001,0.001,0.001
80,4140.13,2.03852,1.9376,1.74321,0.00471,1.15379,0.65713,0.28681,0.27261,0.15893,0.67543,0.29275,0.28612,0.19172,1.75195,2.04597,1.45059,0.00542,0,0.001,0.001,0.001
