epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
13,570.396,1.82875,2.25772,1.51122,0.0049,1.71186,0.41754,0.20157,0.18502,0.09256,0.49931,0.22523,0.21577,0.12781,2.01752,2.62809,2.00595,0.00621,0,0.001,0.001,0.001
14,612.673,1.81566,2.23307,1.4997,0.00489,1.69687,0.484,0.21088,0.1858,0.09588,0.52545,0.22596,0.21318,0.12391,1.97526,2.39937,1.99137,0.00616,0,0.001,0.001,0.001
15,655.092,1.82071,2.23087,1.49981,0.00487,1.61751,0.3986,0.21135,0.16009,0.06914,0.41844,0.21739,0.17867,0.09506,2.04671,2.49438,1.88163,0.00646,0,0.001,0.001,0.001
16,697.874,1.81535,2.2368,1.48333,0.0049,1.68861,0.44027,0.25064,0.222,0.08542,0.49498,0.26512,0.24519,0.13285,1.97376,2.38755,1.91759,0.00625,0,0.001,0.001,0.001
17,740.29,1.79034,2.19535,1.47666,0.00482,1.61803,0.54753,0.26888,0.2467,0.11421,0.54112,0.27726,0.26643,0.15607,1.93585,2.45523,1.83588,0.00603,0,0.001,0.001,0.001
18,782.915,1.78231,2.17637,1.45538,0.00482,1.57917,0.49021,0.25616,0.23522,0.11811,0.50978,0.26089,0.23966,0.14426,1.91488,2.43364,1.83878,0.00607,0,0.001,0.001,0.001
19,825.101,1.79282,2.21608,1.47218,0.00489,1.5817,0.53044,0.22772,0.2191,0.11521,0.54485,0.2432,0.23075,0.14384,1.97632,2.50901,2.21427,0.00606,0,0.001,0.001,0.001
20,867.332,1.78034,2.17087,1.43313,0.00481,1.55608,0.55684,0.24802,0.24802,0.12727,0.57638,0.25419,0.25712,0.16509,1.97081,2.38466,1.78469,0.0062,0,0.001,0.001,0.001
21,910.326,1.7797,2.17715,1.44254,0.00478,1.55495,0.47085,0.24192,0.19627,0.09373,0.49107,0.25841,0.21709,0.12013,2.02524,2.53041,2.01648,0.00625,0,0.001,0.001,0.001
22,953.03,1.79131,2.19657,1.4437,0.00472,1.62338,0.55194,0.25367,0.24037,0.11101,0.56354,0.2561,0.2492,0.13932,1.94976,2.46211,1.85491,0.00605,0,0.001,0.001,0.001
23,995.251,1.78627,2.19024,1.43993,0.00487,1.55856,0.54555,0.23401,0.23282,0.11646,0.65437,0.23651,0.24828,0.14259,1.95077,2.36368,1.85012,0.00606,0,0.001,0.001,0.001
24,1037.96,1.79941,2.18481,1.42404,0.0047,1.54191,0.51425,0.2348,0.22034,0.10562,0.58282,0.24475,0.23928,0.13324,1.95,2.4286,1.87715,0.00603,0,0.001,0.001,0.001
25,1080.64,1.79916,2.18713,1.43044,0.00478,1.57665,0.54475,0.26274,0.2402,0.11523,0.59773,0.2659,0.24971,0.14198,1.92944,2.32469,1.90332,0.00595,0,0.001,0.001,0.001
26,1123.09,1.77359,2.15706,1.4214,0.00469,1.54245,0.54176,0.24347,0.22163,0.10069,0.56353,0.25989,0.24591,0.1449,1.87908,2.39582,1.86118,0.00582,0,0.001,0.001,0.001
27,1165.71,1.76943,2.15442,1.41311,0.00467,1.52573,0.44176,0.24111,0.20998,0.11054,0.46476,0.25086,0.22526,0.13448,1.88321,2.43648,1.87169,0.00577,0,0.001,0.001,0.001
28,1207.82,1.77136,2.16928,1.41887,0.00477,1.56624,0.53547,0.2226,0.20796,0.10245,0.58766,0.2422,0.2436,0.14741,1.96484,2.40233,1.90968,0.00608,0,0.001,0.001,0.001
29,1250.11,1.76356,2.13484,1.40159,0.00466,1.50406,0.36683,0.1765,0.14948,0.08567,0.39,0.18231,0.15981,0.0902,2.11166,2.739,2.27006,0.00655,0,0.001,0.001,0.001
30,1292.33,1.75014,2.12797,1.39602,0.00464,1.54015,0.55919,0.26163,0.25043,0.1224,0.5888,0.29455,0.27575,0.17271,1.9865,2.40989,1.94308,0.00617,0,0.001,0.001,0.001
31,1335.26,1.74538,2.11065,1.38183,0.00466,1.53045,0.47302,0.23506,0.22271,0.11921,0.50333,0.2522,0.2426,0.15455,1.89933,2.31565,1.7979,0.00581,0,0.001,0.001,0.001
32,1377.87,1.7393,2.13616,1.38728,0.00462,1.46378,0.51519,0.21686,0.21054,0.1114,0.48969,0.2479,0.23835,0.14646,1.91808,2.39614,1.87229,0.00595,0,0.001,0.001,0.001
33,1420.38,1.74706,2.11713,1.37376,0.00464,1.48612,0.53229,0.26334,0.25135,0.12194,0.55977,0.27552,0.26915,0.16411,2.00085,2.52652,1.85938,0.00617,0,0.001,0.001,0.001
34,1462.85,1.74287,2.12618,1.38076,0.0046,1.44435,0.53437,0.25703,0.2304,0.11858,0.5578,0.26629,0.25384,0.15749,1.94496,2.2673,1.74667,0.00597,0,0.001,0.001,0.001
35,1505.38,1.7276,2.09296,1.37373,0.00454,1.398,0.57937,0.26132,0.25392,0.12709,0.62967,0.27007,0.26744,0.16739,1.88416,2.29503,1.72756,0.00575,0,0.001,0.001,0.001
36,1548.2,1.71841,2.09894,1.34304,0.00446,1.37595,0.50116,0.23047,0.2035,0.10513,0.5141,0.23578,0.21437,0.12677,1.84519,2.25963,1.8134,0.00572,0,0.001,0.001,0.001
37,1590.93,1.73861,2.11503,1.36152,0.00444,1.34623,0.62952,0.26759,0.26412,0.14418,0.66724,0.28164,0.28392,0.1914,2.00908,2.37906,1.76613,0.00611,0,0.001,0.001,0.001
38,1633.93,1.72553,2.09948,1.36108,0.00457,1.33661,0.46596,0.26283,0.23399,0.12825,0.50049,0.27559,0.24744,0.16042,1.89989,2.31694,1.76093,0.00581,0,0.001,0.001,0.001
39,1676.47,1.74512,2.12665,1.38043,0.00457,1.4081,0.52065,0.28163,0.26652,0.14073,0.55264,0.29496,0.28283,0.1892,1.98103,2.29863,1.72626,0.00614,0,0.001,0.001,0.001
40,1719.07,1.72098,2.0786,1.34763,0.00446,1.44737,0.55316,0.27707,0.26272,0.14528,0.5834,0.28428,0.27557,0.18231,1.90543,2.44445,1.78401,0.00583,0,0.001,0.001,0.001
41,1761.47,1.72012,2.0916,1.35278,0.00449,1.40865,0.50571,0.25084,0.24058,0.1338,0.53554,0.25565,0.26084,0.16812,1.89608,2.24488,1.66968,0.00581,0,0.001,0.001,0.001
42,1804.17,1.71146,2.09706,1.36926,0.00441,1.3861,0.59102,0.27599,0.26508,0.14204,0.62711,0.29153,0.28482,0.17968,1.91167,2.35586,1.82246,0.00594,0,0.001,0.001,0.001
43,1846.64,1.73181,2.10155,1.35963,0.00451,1.39511,0.58066,0.2716,0.27367,0.15082,0.60739,0.28235,0.29483,0.19868,1.85506,2.28733,1.73189,0.0057,0,0.001,0.001,0.001
44,1889.34,1.7017,2.06673,1.32149,0.00438,1.36745,0.48281,0.28164,0.25146,0.14283,0.50867,0.30142,0.26701,0.17304,1.85834,2.26547,1.83347,0.0056,0,0.001,0.001,0.001
45,1931.75,1.7414,2.08474,1.35655,0.00461,1.3497,0.57718,0.2584,0.26066,0.15104,0.61213,0.27453,0.28063,0.18985,1.90614,2.35111,1.73141,0.00576,0,0.001,0.001,0.001
46,1974.34,1.72041,2.06129,1.34254,0.00434,1.3851,0.5983,0.27432,0.26979,0.15594,0.63711,0.28995,0.28865,0.19786,1.93218,2.34254,1.66182,0.00589,0,0.001,0.001,0.001
47,2017.49,1.70177,2.06136,1.34144,0.00442,1.39585,0.55071,0.27467,0.25728,0.1416,0.56959,0.29575,0.27479,0.19114,1.88449,2.16432,1.67519,0.00577,0,0.001,0.001,0.001
48,2059.99,1.71379,2.10413,1.35764,0.00443,1.45974,0.54814,0.27015,0.26249,0.13675,0.57649,0.28407,0.27907,0.18079,1.88773,2.34536,1.7285,0.0058,0,0.001,0.001,0.001
49,2102.23,1.70273,2.07774,1.3271,0.0044,1.37568,0.5551,0.26909,0.24597,0.14097,0.58141,0.2792,0.26219,0.17262,1.86243,2.26962,1.78066,0.0056,0,0.001,0.001,0.001
50,2144.63,1.70744,2.06323,1.32372,0.0044,1.31033,0.55329,0.28013,0.26564,0.15126,0.59523,0.28613,0.2858,0.18886,1.85901,2.26515,1.67303,0.00571,0,0.001,0.001,0.001
51,2187.13,1.72276,2.07069,1.32186,0.00439,1.30561,0.67362,0.27275,0.27548,0.15297,0.69836,0.29153,0.3005,0.20235,1.92995,2.27604,1.72973,0.0058,0,0.001,0.001,0.001
52,2230.47,1.70562,2.06049,1.33997,0.00441,1.32769,0.59192,0.28426,0.27443,0.15209,0.61461,0.29179,0.29202,0.20126,1.83184,2.17235,1.69493,0.00548,0,0.001,0.001,0.001
53,2273.03,1.69052,2.04713,1.30758,0.00434,1.29245,0.59781,0.26499,0.25783,0.1297,0.63982,0.27489,0.27233,0.17332,1.85689,2.25962,1.70391,0.00568,0,0.001,0.001,0.001
54,2315.47,1.70789,2.06307,1.33286,0.00442,1.39719,0.62347,0.25874,0.2523,0.13532,0.66464,0.27215,0.27516,0.16918,1.91364,2.32782,1.69521,0.00587,0,0.001,0.001,0.001
55,2358.19,1.69912,2.05743,1.32,0.00437,1.3145,0.67376,0.27232,0.28029,0.16266,0.69924,0.28288,0.30289,0.20269,1.80871,2.19829,1.63941,0.00547,0,0.001,0.001,0.001
56,2401.25,1.673,2.02326,1.28162,0.00434,1.25689,0.56693,0.26427,0.2605,0.15551,0.60882,0.28342,0.28805,0.1953,1.87999,2.19306,1.66312,0.00575,0,0.001,0.001,0.001
57,2443.85,1.71498,2.04943,1.29316,0.00432,1.31206,0.61775,0.27832,0.27817,0.16739,0.64645,0.2886,0.29737,0.20907,1.85717,2.24799,1.76748,0.00565,0,0.001,0.001,0.001
58,2486.72,1.71885,2.04222,1.31867,0.00439,1.31269,0.64339,0.27737,0.27663,0.14601,0.66328,0.28532,0.2926,0.20029,1.86902,2.22443,1.6797,0.00576,0,0.001,0.001,0.001
59,2529.32,1.70092,2.03603,1.2998,0.00443,1.33254,0.55676,0.27769,0.27946,0.1536,0.58063,0.28808,0.29881,0.19882,1.83015,2.23615,1.66935,0.00559,0,0.001,0.001,0.001
60,2571.71,1.68649,2.0268,1.29678,0.0043,1.24906,0.59463,0.29866,0.28573,0.16479,0.62303,0.31521,0.30961,0.19993,1.84727,2.17958,1.63864,0.00558,0,0.001,0.001,0.001
61,2614.03,1.68729,2.01286,1.30224,0.00436,1.27763,0.64927,0.26716,0.27025,0.15375,0.67261,0.27892,0.29232,0.19792,1.85078,2.19347,1.63692,0.00561,0,0.001,0.001,0.001
62,2656.54,1.66269,1.99893,1.27632,0.00426,1.24639,0.59453,0.28444,0.27878,0.15648,0.62687,0.30372,0.29431,0.19382,1.86224,2.20102,1.6155,0.00556,0,0.001,0.001,0.001
63,2698.84,1.67638,2.011,1.305,0.00426,1.28757,0.54592,0.28409,0.26907,0.15252,0.54237,0.32093,0.29638,0.20521,1.82423,2.16957,1.67611,0.00548,0,0.001,0.001,0.001
64,2741.11,1.66209,2.00121,1.27277,0.00427,1.22948,0.68649,0.27197,0.27806,0.16829,0.72984,0.28759,0.29994,0.21428,1.80382,2.18202,1.63898,0.00551,0,0.001,0.001,0.001
65,2783.93,1.6769,2.03952,1.32058,0.00433,1.29509,0.64317,0.28313,0.28648,0.16921,0.65898,0.29051,0.3014,0.21309,1.91305,2.25191,1.62322,0.00576,0,0.001,0.001,0.001
66,2827.2,2.1836,2.25224,1.94864,0.00525,1.24202,0.57459,0.2634,0.2638,0.15547,0.60051,0.27278,0.27752,0.18259,1.86611,2.21588,1.79235,0.00561,0,0.001,0.001,0.001
67,2868.15,2.15445,2.10016,1.80736,0.00509,1.2197,0.5845,0.2872,0.27516,0.13972,0.59874,0.29374,0.28816,0.1875,1.88123,2.31955,1.89104,0.00579,0,0.001,0.001,0.001
68,2909.15,2.13216,2.04064,1.78236,0.00501,1.181,0.58671,0.29692,0.28422,0.16512,0.60612,0.30387,0.29754,0.1991,1.86552,2.19057,1.74369,0.00569,0,0.001,0.001,0.001
69,2950.07,2.105,2.05511,1.78659,0.00505,1.2251,0.59476,0.26119,0.25958,0.14381,0.62507,0.27602,0.27719,0.18541,1.86878,2.25061,1.68993,0.00569,0,0.001,0.001,0.001
70,2991.19,2.08914,2.00396,1.78638,0.00494,1.22555,0.55287,0.28406,0.25781,0.14861,0.58491,0.29895,0.27647,0.18972,1.87401,2.3123,1.85994,0.00563,0,0.001,0.001,0.001
71,3032.29,2.099,1.99434,1.76052,0.00483,1.1776,0.59836,0.2658,0.2698,0.15921,0.6304,0.28212,0.28747,0.20423,1.91623,2.19615,1.75262,0.00582,0,0.001,0.001,0.001
72,3073.43,2.07763,2.00745,1.76267,0.00478,1.17472,0.62465,0.27081,0.27287,0.15978,0.63958,0.28887,0.29697,0.20339,1.8592,2.18488,1.66723,0.00556,0,0.001,0.001,0.001
73,3114.3,2.07259,1.99106,1.77093,0.00481,1.18136,0.60907,0.27145,0.28059,0.15879,0.63322,0.28315,0.29197,0.20655,1.81266,2.18644,1.74523,0.00548,0,0.001,0.001,0.001
74,3155.31,2.04917,1.98223,1.73868,0.00479,1.14551,0.65769,0.28819,0.28343,0.15938,0.68434,0.30041,0.29043,0.1994,1.83621,2.16693,1.6409,0.00553,0,0.001,0.001,0.001
75,3196.49,2.07005,1.96809,1.74342,0.00465,1.10509,0.63277,0.27167,0.28281,0.16353,0.6685,0.28665,0.29972,0.21138,1.80754,2.09697,1.66034,0.00541,0,0.001,0.001,0.001
76,3237.36,2.04427,1.99184,1.72667,0.00464,1.12054,0.63473,0.28735,0.2887,0.17255,0.63468,0.30243,0.30469,0.21527,1.77707,2.11014,1.6234,0.00534,0,0.001,0.001,0.001
77,3278.84,2.04705,1.9948,1.73184,0.00472,1.1264,0.59727,0.28063,0.27722,0.17055,0.59478,0.30407,0.29281,0.2083,1.88288,2.19666,1.70702,0.00565,0,0.001,0.001,0.001
78,3319.79,2.04326,1.96376,1.69941,0.00464,1.05691,0.61467,0.27625,0.27677,0.16883,0.61494,0.30407,0.28779,0.19812,1.78685,2.08885,1.5975,0.00536,0,0.001,0.001,0.001
79,3360.64,2.03854,1.93684,1.71318,0.00459,1.05725,0.66558,0.26314,0.27812,0.17208,0.67862,0.27005,0.29103,0.19913,1.78888,2.10474,1.60957,0.00541,0,0.001,0.001,0.001
80,3401.61,2.02688,1.95664,1.71306,0.00461,1.0915,0.64422,0.27086,0.26484,0.15756,0.66562,0.27752,0.27961,0.1872,1.85628,2.15385,1.61663,0.00562,0,0.001,0.001,0.001
